image_id,label,split,num_annot,set_id,video_id,frame_id
set00_V008_0532,"0 0.8289333911338965 0.42424029955770015 0.09163902291917961 0.26881785283474086
0 0.15230011955023284 0.3950964659084383 0.03360330863346548 0.1734275374806135
0 0.06149153835237353 0.39279359285933924 0.057098488611367196 0.20036934116227917
",train,3,set00,V008,532
set00_V008_0533,"0 0.8229359544632088 0.4248333835946925 0.09220446320868492 0.27129071170084457
0 0.14914313178528368 0.3953721853638923 0.033775633293124274 0.17466827503015678
0 0.05801138964896877 0.39313682958984764 0.05663767694954926 0.20098661163047857
",train,3,set00,V008,533
set00_V008_0534,"0 0.8167133469039005 0.42543719005495256 0.09276990349819042 0.2737635705669483
0 0.14595719347751182 0.39564790481934636 0.03394795795278307 0.17590901257970012
0 0.05452429175831974 0.39346695463468867 0.055992540623004156 0.2013569739113981
",train,3,set00,V008,534
set00_V008_0535,"0 0.8102655684559711 0.4260517189384802 0.09333534378769578 0.276236429433052
0 0.14274230462691725 0.3959236242748005 0.03412028261244187 0.17714975012924347
0 0.051030244680426474 0.39378396799386217 0.05516307963173187 0.20148042800503796
",train,3,set00,V008,535
set00_V008_0536,"0 0.8035926191194211 0.42667697024527557 0.09390078407720114 0.27870928829915576
0 0.1394984652335001 0.39619934373025456 0.034292607272100685 0.17839048767878682
0 0.04752924841528894 0.39408786966736836 0.05414929397573242 0.20135697391139817
0 0.09641455347217304 0.39545801339350234 0.041173572183195686 0.15689688345080666
",train,4,set00,V008,536
set00_V008_0537,"0 0.7966944988942503 0.42731294397533853 0.09446622436670662 0.2811821471652595
0 0.1362256752972602 0.39647506318570863 0.03446493193175948 0.17963122522833008
0 0.044021302962907134 0.394378659655207 0.052951183655005785 0.2009866116304785
0 0.0929588270772725 0.39558690361448157 0.041751482710092394 0.1577629629958133
",train,4,set00,V008,537
set00_V008_0538,"0 0.7895712077804585 0.4279596401286691 0.09503166465621203 0.2836550060313632
0 0.13292393481819764 0.3967507826411627 0.034637256591418274 0.18087196277787343
0 0.04050640832328109 0.39465633795737837 0.051568748669551995 0.20036934116227917
0 0.08956597732719328 0.3959253971632883 0.04207770172767446 0.1587871476777279
",train,4,set00,V008,538
set00_V008_0539,"0 0.782222745778046 0.42861705870526745 0.09559710494571752 0.2861278648974669
0 0.12959324379631237 0.39702650209661683 0.034809581251077075 0.18211270032741678
0 0.03698456449641078 0.39492090457388224 0.05000198901937101 0.19950516250680012
0 0.0862353831087736 0.39626389071209495 0.042528431808575566 0.1598113323596424
",train,4,set00,V008,539
set00_V008_0540,"0 0.7746491128870127 0.4292851997051335 0.09616254523522301 0.28860072376357077
0 0.12623360223160449 0.39730222155207084 0.03498190591073587 0.18335343787696012
0 0.033455771482296205 0.3951723595047187 0.04825090470446287 0.19839407566404124
0 0.0829047888903539 0.3966023842609018 0.04297916188947668 0.16083551704155705
",train,4,set00,V008,540
set00_V008_0541,"0 0.7668503091073584 0.42996406312826707 0.09672798552472842 0.29107358262967437
0 0.1226781136911943 0.39783834271545376 0.035981101728990765 0.1845329044364026
0 0.033455771482296205 0.3951723595047187 0.04825090470446287 0.19839407566404124
0 0.07957419467193419 0.3969408778097085 0.04342989197037777 0.1618597017234716
",train,4,set00,V008,541
set00_V008_0542,"0 0.7588263344390832 0.43065364897466835 0.09729342581423372 0.2935464414957782
0 0.11914876105749908 0.3983744638788366 0.03692802573381582 0.18571237099584495
0 0.033455771482296205 0.3951723595047187 0.04825090470446287 0.19839407566404124
0 0.07624360045351451 0.3972793713585152 0.043880622051278906 0.1628838864053862
",train,4,set00,V008,542
set00_V008_0543,"0 0.7505771888821875 0.4313539572443374 0.09785886610373923 0.296019300361882
0 0.11564554433051877 0.39891058504221966 0.037822677925211046 0.18689183755528743
0 0.03345577148229633 0.3951723595047187 0.04825090470446313 0.19839407566404121
0 0.07291300623509481 0.3976178649073219 0.044331352132180014 0.16390807108730077
",train,4,set00,V008,543
set00_V008_0544,"0 0.7421028724366707 0.43206498793727394 0.09842430639324462 0.2984921592279857
0 0.11216846351025339 0.3994467062056026 0.03866505830317644 0.18807130411472983
0 0.0695824120166751 0.3979563584561287 0.044782082213081116 0.16493225576921536
",train,3,set00,V008,544
set00_V008_0545,"0 0.7334033851025332 0.43278674105347814 0.09898974668275008 0.3009650180940894
0 0.10871751859670292 0.3999828273689855 0.03945516686771201 0.18925077067417231
0 0.06625181779825542 0.39829485200493536 0.04523281229398225 0.16595644045112998
",train,3,set00,V008,545
set00_V008_0546,"0 0.724478726879775 0.43351921659295006 0.09955518697225552 0.30343787696019303
0 0.10529270958986736 0.40051894853236836 0.04019300361881775 0.1904302372336147
0 0.06292122357983573 0.3986333455537422 0.045683542374883375 0.1669806251330445
",train,3,set00,V008,546
set00_V008_0547,"0 0.7153288977683957 0.4342624145556897 0.10012062726176092 0.30591073582629685
0 0.10189403648974674 0.4010550696957512 0.04087856855649363 0.19160970379305714
0 0.05959062936141603 0.39897183910254885 0.04613427245578448 0.16800480981495908
",train,3,set00,V008,547
set00_V008_0548,"0 0.7059538977683957 0.43501633494169684 0.10068606755126633 0.30838359469240056
0 0.09852149929634102 0.40159119085913414 0.0415118616807397 0.1927891703524996
0 0.05626003514299632 0.3993103326513555 0.046585002536685585 0.16902899449687367
",train,3,set00,V008,548
set00_V008_0549,"0 0.6963537268797748 0.43578097775097185 0.10125150784077182 0.31085645355850444
0 0.09517509800965024 0.40212731202251717 0.04209288299155594 0.193968636911942
0 0.05292944092457663 0.39964882620016234 0.0470357326175867 0.17005317917878832
",train,3,set00,V008,549
set00_V008_0550,"0 0.6865283851025332 0.4365563429835143 0.10181694813027722 0.31332931242460815
0 0.09185483262967435 0.4026634331859001 0.04262163248894233 0.19514810347138448
0 0.7981274502412545 0.38604367712102944 0.04704463208685148 0.16726980297547248
0 0.049598846706156934 0.39998731974896906 0.0474864626984878 0.17107736386070288
",train,4,set00,V008,550
set00_V008_0551,"0 0.6764778724366707 0.4373424306393245 0.10238238841978263 0.3158021712907118
0 0.08856070315641339 0.40319955434928295 0.043098110172898885 0.19632757003082688
0 0.7996960776922348 0.38604367712102944 0.04704463208685148 0.16726980297547248
0 0.046268252487737235 0.4003258132977758 0.04793719277938892 0.17210154854261747
",train,4,set00,V008,551
set00_V008_0552,"0 0.6662021888821874 0.43813924071840243 0.10294782870928804 0.31827503015681563
0 0.08529270958986734 0.40373567551266587 0.04352231604342563 0.1975070365902693
0 0.8012647051432152 0.38604367712102944 0.04704463208685148 0.16726980297547248
0 0.04293765826931754 0.40066430684658255 0.04838792286029001 0.17312573322453204
",train,4,set00,V008,552
set00_V008_0553,"0 0.6557013344390832 0.43894677322074793 0.10351326899879353 0.3207478890229193
0 0.08205085193003621 0.4042717966760488 0.04389425010052252 0.19868650314971176
0 0.8028333325941956 0.38604367712102944 0.04704463208685148 0.16726980297547248
0 0.040492956301080824 0.40472354461605947 0.04800811050797499 0.1812442087634859
",train,4,set00,V008,553
set00_V008_0554,"0 0.6449753091073582 0.4397650281463611 0.10407870928829893 0.32322074788902294
0 0.07883513017692001 0.40480791783943176 0.04421391234418958 0.19986596970915418
0 0.8044019600451761 0.38604367712102944 0.04704463208685148 0.16726980297547248
0 0.03936723754291127 0.40695727015632266 0.050266264575794306 0.18571165984401225
",train,4,set00,V008,554
set00_V008_0555,"0 0.6340241128870124 0.4405940054952419 0.10464414957780432 0.32569360675512676
0 0.07564554433051873 0.4053440390028147 0.044481302774426815 0.20104543626859664
0 0.8059705874961565 0.38604367712102944 0.04704463208685148 0.16726980297547248
0 0.03716610454737406 0.40736548346737217 0.0503735901688783 0.18652808646611121
",train,4,set00,V008,555
set00_V008_0556,"0 0.6228477457780457 0.44143370526739045 0.10520958986730973 0.3281664656212306
0 0.07248209439083235 0.4058801601661976 0.04469642139123421 0.20222490282803912
0 0.807539214947137 0.38604367712102944 0.04704463208685157 0.16726980297547248
0 0.03388955731446919 0.40594818454920784 0.04833008728722698 0.1836934886297827
",train,4,set00,V008,556
set00_V008_0557,"0 0.6114462077804582 0.4422841274628066 0.10577503015681514 0.3306393244873343
0 0.06934478035786092 0.4064162813295805 0.04485926819461177 0.20340436938748147
0 0.8091078423981174 0.38604367712102944 0.04704463208685157 0.16726980297547248
0 0.02953759584419667 0.4027053734018299 0.04413575593084035 0.1772078663350267
",train,4,set00,V008,557
set00_V008_0558,"0 0.59981949889425 0.4431452720814904 0.10634047044632063 0.333112183353438
0 0.06623360223160438 0.40695240249296344 0.0449698431845595 0.20458383594692395
0 0.8106764698490978 0.38604367712102944 0.04704463208685157 0.16726980297547248
0 0.027282800052117452 0.40432743341805044 0.04413575593084034 0.18045198636746793
",train,4,set00,V008,558
set00_V008_0559,"0 0.5879676191194209 0.44401713912344193 0.10690591073582603 0.3355850422195418
0 0.06314856001206277 0.4074885236563464 0.045028146361077395 0.20576330250636635
0 0.8122450973000781 0.38604367712102944 0.04704463208685157 0.16726980297547248
0 0.027282800052117452 0.40432743341805044 0.04413575593084034 0.18045198636746793
",train,4,set00,V008,559
set00_V008_0560,"0 0.575890568455971 0.444899728588661 0.10747135102533144 0.3380579010856455
0 0.06008965369923607 0.40802464481972933 0.04503417772416546 0.2069427690658088
0 0.8138137247510585 0.38604367712102944 0.0470446320868515 0.16726980297547245
0 0.027282800052117452 0.40432743341805044 0.04413575593084034 0.18045198636746793
",train,4,set00,V008,560
set00_V008_0561,"0 0.5635883469039004 0.4457930404771478 0.10803679131483693 0.34053075995174914
0 0.057056883293124305 0.40856076598311225 0.04498793727382369 0.20812223562525123
0 0.8156968113787283 0.38627581438184444 0.047396460676399424 0.16818546638599147
0 0.027282800052117452 0.40432743341805044 0.04413575593084034 0.18045198636746793
",train,4,set00,V008,561
set00_V008_0562,"0 0.5510609544632086 0.4466970747889023 0.10860223160434233 0.3430036188178529
0 0.05405024879372744 0.40909688714649517 0.04488942501005209 0.20930170218469368
0 0.8175798980063981 0.3865079516426595 0.04774828926594754 0.16910112979651046
0 0.027282800052117452 0.40432743341805044 0.04413575593084034 0.18045198636746793
",train,4,set00,V008,562
set00_V008_0563,"0 0.5383083911338963 0.4476118315239244 0.10916767189384774 0.34547647768395673
0 0.05106975020104551 0.4096330083098781 0.044738640932850654 0.2104811687441361
0 0.8194629846340677 0.38674008890347455 0.048100117855495485 0.17001679320702945
0 0.027282800052117452 0.40432743341805044 0.04413575593084034 0.18045198636746793
",train,4,set00,V008,563
set00_V008_0564,"0 0.525330656915963 0.44853731068221414 0.10973311218335313 0.34794933655006044
0 0.04811538751507849 0.41016912947326106 0.044535585042219376 0.2116606353035785
0 0.8213460712617375 0.3869722261642896 0.04845194644504352 0.1709324566175485
0 0.027282800052117452 0.40432743341805044 0.04413575593084034 0.18045198636746793
",train,4,set00,V008,564
set00_V008_0565,"0 0.5121277518094088 0.4494735122637716 0.11029855247285864 0.35042219541616415
0 0.045187160735826376 0.410705250636644 0.04428025733815827 0.212840101863021
0 0.8232291578894073 0.38720436342510467 0.048803775034591636 0.17184812002806743
0 0.027282800052117452 0.40432743341805044 0.04413575593084034 0.18045198636746793
",train,4,set00,V008,565
set00_V008_0566,"0 0.49869967581423397 0.4504204362685967 0.11086399276236403 0.3528950542822678
0 0.042285069863289206 0.4112413718000269 0.04397265782066733 0.21401956842246345
0 0.8251122445170771 0.38743650068591967 0.04915560362413949 0.1727637834385865
",train,3,set00,V008,566
set00_V008_0567,"0 0.4850464289304382 0.4513780826966895 0.11142943305186953 0.3553679131483717
0 0.03940911489746695 0.4117774929634098 0.04361278648974656 0.21519903498190587
0 0.8269953311447469 0.3876686379467348 0.04950743221368761 0.1736794468491055
",train,3,set00,V008,567
set00_V008_0568,"0 0.47116801115802165 0.4523464515480498 0.11199487334137492 0.3578407720144753
0 0.03655929583835959 0.41231361412679274 0.04320064334539595 0.21637850154134827
0 0.8288784177724164 0.38790077520754984 0.04985926080323555 0.1745951102596245
",train,3,set00,V008,568
set00_V008_0569,"0 0.45706442249698437 0.4533255428226779 0.11256031363088043 0.3603136308805791
0 0.03373561268596717 0.41284973529017566 0.04273622838761552 0.21755796810079067
0 0.8307615044000862 0.3881329124683649 0.050211089392783674 0.17551077367014353
",train,3,set00,V008,569
set00_V008_0570,"0 0.4427356629473261 0.4543153565205736 0.11312575392038582 0.36278648974668287
0 0.030938065440289653 0.4133858564535586 0.042219541616405246 0.21873743466023315
0 0.8326445910277562 0.38836504972918 0.05056291798233162 0.17642643708066252
",train,3,set00,V008,570
set00_V008_0571,"0 0.42818173250904706 0.455315892641737 0.11369119420989127 0.3652593486127866
0 0.030938065440289653 0.4133858564535586 0.042219541616405246 0.21873743466023315
0 0.8345276776554258 0.388597186989995 0.050914746571879554 0.17734210049118151
",train,3,set00,V008,571
set00_V008_0572,"0 0.41340263118214715 0.45632715118616796 0.11425663449939667 0.36773220747889024
0 0.8364107642830956 0.38882932425081007 0.05126657516142768 0.1782577639017005
",train,2,set00,V008,572
set00_V008_0573,"0 0.39839835896662645 0.4573491321538667 0.11482207478890212 0.37020506634499406
0 0.8382938509107654 0.38906146151162513 0.05161840375097562 0.17917342731221955
",train,2,set00,V008,573
set00_V008_0574,"0 0.3831689158624849 0.4583818355448331 0.11538751507840753 0.3726779252110978
0 0.8401769375384351 0.3892935987724402 0.05197023234052374 0.18008909072273854
",train,2,set00,V008,574
set00_V008_0575,"0 0.36771430186972254 0.4594252613590671 0.11595295536791302 0.3751507840772015
0 0.8420600241661049 0.38952573603325535 0.05232206093007168 0.18100475413325762
",train,2,set00,V008,575
set00_V008_0576,"0 0.3512409646892066 0.4588166590529467 0.12798303394253607 0.375279243585052
0 0.8439431107937747 0.38975787329407036 0.05267388951961963 0.1819204175437766
",train,2,set00,V008,576
set00_V008_0577,"0 0.3349053357840572 0.45832608497510063 0.13880630848714678 0.3756544819727186
0 0.8458261974214445 0.3899900105548854 0.053025718109167744 0.1828360809542956
",train,2,set00,V008,577
set00_V008_0578,"0 0.31870741515427403 0.4579535391255288 0.14842277900174516 0.37627649924020135
0 0.8477092840491143 0.3902221478157005 0.05337754669871569 0.1837517443648146
",train,2,set00,V008,578
set00_V008_0579,"0 0.30264720279985724 0.45769902150423114 0.15683244548633113 0.3771452953875001
0 0.8495923706767841 0.3904542850765156 0.053729375288263805 0.18466740777533364
",train,2,set00,V008,579
set00_V008_0580,"0 0.28672469872080675 0.4575625321112078 0.16403530794090468 0.37826087041461515
0 0.8514754573044538 0.3906864223373307 0.05408120387781175 0.18558307118585263
",train,2,set00,V008,580
set00_V008_0581,"0 0.2709399029171226 0.4575440709464586 0.17003136636546587 0.37962322432154627
0 0.8533585439321236 0.39091855959814564 0.05443303246735969 0.18649873459637162
",train,2,set00,V008,581
set00_V008_0582,"0 0.2552928153888049 0.45764363800998376 0.17482062076001462 0.38123235710829356
0 0.8552416305597934 0.39115069685896076 0.05478486105690781 0.18741439800689066
",train,2,set00,V008,582
set00_V008_0583,"0 0.2397834361358534 0.45786123330178297 0.178403071124551 0.38308826877485685
0 0.8571247171874632 0.3913828341197758 0.05513668964645575 0.18833006141740966
",train,2,set00,V008,583
set00_V008_0584,"0 0.22441176515826833 0.45819685682185657 0.18077871745907506 0.3851909593212364
0 0.859007803815133 0.39161497138059087 0.055488518236003696 0.18924572482792873
",train,2,set00,V008,584
set00_V008_0585,"0 0.20917780245604956 0.4586505085702044 0.18194755976358667 0.3875404287474321
0 0.8608908904428028 0.39184710864140593 0.05584034682555181 0.19016138823844772
",train,2,set00,V008,585
set00_V008_0586,"0 0.19408154802919714 0.4592221885468265 0.18190959803808593 0.39013667705344396
0 0.8627739770704723 0.39207924590222104 0.05619217541509976 0.19107705164896677
",train,2,set00,V008,586
set00_V008_0587,"0 0.17912300187771107 0.4599118967517228 0.1806648322825728 0.3929797042392719
0 0.864657063698142 0.39231138316303604 0.0565440040046477 0.19199271505948576
",train,2,set00,V008,587
set00_V008_0588,"0 0.16430216400159137 0.4607196331848933 0.17821326249704728 0.39606951030491605
0 0.8665401503258119 0.39254352042385116 0.056895832594195644 0.19290837847000475
",train,2,set00,V008,588
set00_V008_0589,"0 0.14961903440083799 0.46164539784633807 0.17455488868150937 0.39940609525037624
0 0.8684232369534817 0.3927756576846662 0.05724766118374376 0.19382404188052374
",train,2,set00,V008,589
set00_V008_0590,"0 0.13507361307545093 0.4626891907360571 0.16968971083595907 0.40298945907565265
0 0.8703063235811513 0.3930077949454812 0.057599489773291705 0.1947397052910428
",train,2,set00,V008,590
set00_V008_0591,"0 0.12066590002543026 0.46385101185405025 0.1636177289603964 0.406819601780745
0 0.8721894102088211 0.3932399322062963 0.05795131836283965 0.19565536870156178
",train,2,set00,V008,591
set00_V008_0592,"0 0.10941514613614639 0.4650165252049933 0.1563465353999215 0.41037727370445126
0 0.8740724968364909 0.3934720694671114 0.058303146952387766 0.19657103211208077
",train,2,set00,V008,592
set00_V008_0593,"0 0.09816439224686252 0.4661820385559364 0.14907534183944657 0.41393494562815747
0 0.8759555834641607 0.3937042067279265 0.05865497554193571 0.19748669552259984
",train,2,set00,V008,593
set00_V008_0594,"0 0.08691363835757865 0.4673475519068795 0.14180414827897164 0.4174926175518638
0 0.8778386700918305 0.3939363439887415 0.05900680413148365 0.19840235893311883
",train,2,set00,V008,594
set00_V008_0595,"0 0.07566288446829478 0.46851306525782244 0.13453295471849672 0.42105028947557
0 0.8797217567195003 0.3941684812495566 0.05935863272103177 0.19931802234363788
",train,2,set00,V008,595
set00_V008_0596,"0 0.06441213057901089 0.4696785786087656 0.1272617611580218 0.42460796139927637
0 0.88160484334717 0.3944006185103716 0.059710461310579714 0.20023368575415687
",train,2,set00,V008,596
set00_V008_0597,"0 0.8834879299748396 0.3946327557711867 0.06006228990012766 0.20114934916467592
",train,1,set00,V008,597
set00_V008_0598,"0 0.8853710166025096 0.39486489303200173 0.060414118489675595 0.2020650125751949
",train,1,set00,V008,598
set00_V008_0599,"0 0.8872541032301794 0.39509703029281684 0.06076594707922372 0.2029806759857139
",train,1,set00,V008,599
set00_V008_0600,"0 0.889137189857849 0.39532916755363184 0.06111777566877167 0.20389633939623292
",train,1,set00,V008,600
set00_V008_0601,"0 0.891001083852947 0.39533749517096756 0.06111777566877166 0.20487500443482579
",train,1,set00,V008,601
set00_V008_0602,"0 0.8928649778480451 0.39534582278830316 0.06111777566877166 0.20585366947341863
",train,1,set00,V008,602
set00_V008_0603,"0 0.8947288718431431 0.39535415040563876 0.06111777566877166 0.2068323345120115
",train,1,set00,V008,603
set00_V008_0604,"0 0.8965927658382411 0.3953624780229745 0.06111777566877166 0.20781099955060434
",train,1,set00,V008,604
set00_V008_0605,"0 0.8984566598333391 0.39537080564031 0.06111777566877166 0.20878966458919715
",train,1,set00,V008,605
set00_V008_0606,"0 0.9003205538284371 0.39537913325764573 0.06111777566877166 0.20976832962779
",train,1,set00,V008,606
set00_V008_0607,"0 0.9021844478235352 0.3953874608749813 0.06111777566877166 0.21074699466638283
",train,1,set00,V008,607
set00_V008_0608,"0 0.9040483418186332 0.39539578849231694 0.06111777566877166 0.21172565970497564
",train,1,set00,V008,608
set00_V008_0609,"0 0.9059122358137313 0.3954041161096526 0.06111777566877166 0.21270432474356854
",train,1,set00,V008,609
set00_V008_0610,"0 0.9077761298088293 0.39541244372698825 0.06111777566877166 0.21368298978216138
",train,1,set00,V008,610
set00_V008_0611,"0 0.9096400238039273 0.3954207713443239 0.06111777566877166 0.2146616548207542
",train,1,set00,V008,611
set00_V008_0612,"0 0.9115039177990254 0.3954290989616595 0.06111777566877166 0.2156403198593471
",train,1,set00,V008,612
set00_V008_0613,"0 0.9133678117941234 0.39543742657899517 0.06111777566877166 0.21661898489793993
",train,1,set00,V008,613
set00_V008_0614,"0 0.9152317057892214 0.39544575419633077 0.06111777566877166 0.21759764993653274
",train,1,set00,V008,614
set00_V008_0615,"0 0.9170955997843194 0.39545408181366637 0.06111777566877166 0.21857631497512559
",train,1,set00,V008,615
set00_V008_0616,"0 0.9189594937794174 0.3954624094310021 0.06111777566877166 0.2195549800137184
",train,1,set00,V008,616
set00_V008_0617,"0 0.9208233877745156 0.39547073704833763 0.06111777566877166 0.22053364505231124
",train,1,set00,V008,617
set00_V008_0618,"0 0.9226872817696136 0.39547906466567334 0.06111777566877166 0.22151231009090408
",train,1,set00,V008,618
set00_V008_0619,"0 0.9245511757647116 0.39548739228300894 0.06111777566877166 0.22249097512949695
",train,1,set00,V008,619
set00_V008_0620,"0 0.9264150697598096 0.3954957199003446 0.06111777566877166 0.2234696401680898
",train,1,set00,V008,620
set00_V008_0621,"0 0.9282789637549076 0.39550404751768026 0.06111777566877166 0.2244483052066826
",train,1,set00,V008,621
set00_V008_0622,"0 0.9301428577500057 0.39551237513501586 0.06111777566877166 0.22542697024527544
",train,1,set00,V008,622
set00_V008_0623,"0 0.9320067517451037 0.3955207027523515 0.06111777566877166 0.22640563528386828
",train,1,set00,V008,623
set00_V008_0624,"0 0.9338706457402017 0.3955290303696871 0.06111777566877166 0.2273843003224611
",train,1,set00,V008,624
set00_V008_0625,"0 0.9357345397352997 0.3955373579870227 0.06111777566877166 0.22836296536105394
",train,1,set00,V008,625
set00_V008_0626,"0 0.9375984337303978 0.3955456856043584 0.06111777566877166 0.22934163039964675
",train,1,set00,V008,626
set00_V008_0627,"0 0.9394623277254959 0.395554013221694 0.06111777566877166 0.23032029543823965
",train,1,set00,V008,627
set00_V008_0628,"0 0.9413262217205939 0.3955623408390297 0.06111777566877166 0.2312989604768325
",train,1,set00,V008,628
set00_V008_0629,"0 0.9431901157156919 0.39557066845636524 0.06111777566877166 0.2322776255154253
",train,1,set00,V008,629
set00_V008_0630,"0 0.9450540097107899 0.39557899607370095 0.06111777566877166 0.23325629055401814
",train,1,set00,V008,630
set00_V008_0631,"0 0.9469179037058879 0.3955873236910366 0.06111777566877166 0.23423495559261104
",train,1,set00,V008,631
set00_V008_0632,"0 0.948781797700986 0.39559565130837215 0.06111777566877166 0.2352136206312038
",train,1,set00,V008,632
set00_V008_0633,"0 0.950645691696084 0.39560397892570787 0.06111777566877166 0.23619228566979664
",train,1,set00,V008,633
set00_V008_0634,"0 0.952509585691182 0.39561230654304347 0.06111777566877166 0.23717095070838953
",train,1,set00,V008,634
set00_V008_0635,"0 0.9543734796862801 0.3956206341603791 0.06111777566877166 0.23814961574698235
",train,1,set00,V008,635
set00_V008_0636,"0 0.9562373736813781 0.3956289617777147 0.06111777566877166 0.2391282807855752
",train,1,set00,V008,636
set00_V008_0637,"0 0.9581012676764762 0.39563728939505033 0.06111777566877166 0.240106945824168
",train,1,set00,V008,637
set00_V008_0638,"0 0.9599651616715742 0.395645617012386 0.06111777566877166 0.24108561086276084
",train,1,set00,V008,638
set00_V008_0639,"0 0.9618290556666722 0.3956539446297216 0.06111777566877166 0.24206427590135368
",train,1,set00,V008,639
set00_V008_0640,"0 0.9636929496617702 0.3956622722470573 0.06111777566877167 0.24304294093994652
",train,1,set00,V008,640
set00_V008_0641,"0 0.9658626588201861 0.3946979570655391 0.06111777566877166 0.24304294093994655
",train,1,set00,V008,641
set00_V008_0642,"0 0.9680323679786019 0.39373364188402094 0.06111777566877166 0.2430429409399465
",train,1,set00,V008,642
set00_V008_0643,"0 0.9702020771370178 0.39276932670250275 0.06111777566877166 0.2430429409399465
",train,1,set00,V008,643
set00_V008_0644,"0 0.9723717862954336 0.3918050115209847 0.06111777566877166 0.2430429409399465
",train,1,set00,V008,644
set00_V008_0670,"0 0.8555136378511623 0.3957168139517158 0.03383993395410983 0.15829057228774465
",train,1,set00,V008,670
set00_V008_0671,"0 0.8568541225996555 0.39919143862208556 0.033991876413619164 0.16642489686003467
",train,1,set00,V008,671
set00_V008_0672,"0 0.8582951635405348 0.4008576241578699 0.034207637533910075 0.17100404601053462
",train,1,set00,V008,672
set00_V008_0673,"0 0.8598367606738005 0.40071537055906886 0.03448721731498274 0.1720280197392445
",train,1,set00,V008,673
set00_V008_0674,"0 0.8614789139994529 0.39876467782568253 0.03483061575683699 0.16949681804616426
",train,1,set00,V008,674
set00_V008_0675,"0 0.8632216235174912 0.39500554595771076 0.035237832859472816 0.16341044093129398
",train,1,set00,V008,675
set00_V008_0676,"0 0.8648103872212204 0.39497558831942603 0.03591640324530001 0.1638520173881507
",train,1,set00,V008,676
set00_V008_0677,"0 0.8663991509249499 0.3949456306811413 0.0365949736311272 0.16429359384500733
",train,1,set00,V008,677
set00_V008_0678,"0 0.8679879146286791 0.3949156730428566 0.03727354401695422 0.16473517030186405
",train,1,set00,V008,678
set00_V008_0679,"0 0.8695766783324083 0.3948857154045718 0.037952114402781414 0.1651767467587207
",train,1,set00,V008,679
set00_V008_0680,"0 0.8711654420361375 0.3948557577662871 0.03863068478860861 0.1656183232155774
",train,1,set00,V008,680
set00_V008_0681,"0 0.872754205739867 0.3948258001280023 0.0393092551744358 0.16605989967243406
",train,1,set00,V008,681
set00_V008_0682,"0 0.874342969443596 0.3947958424897176 0.03998782556026281 0.16650147612929078
",train,1,set00,V008,682
set00_V008_0683,"0 0.8759317331473254 0.3947658848514328 0.040666395946090006 0.16694305258614742
",train,1,set00,V008,683
set00_V008_0684,"0 0.8775204968510547 0.3947359272131481 0.0413449663319172 0.16738462904300414
",train,1,set00,V008,684
set00_V008_0685,"0 0.8791092605547841 0.39470596957486337 0.04202353671774439 0.1678262054998608
",train,1,set00,V008,685
set00_V008_0686,"0 0.8806980242585132 0.39467601193657864 0.04270210710357141 0.1682677819567175
",train,1,set00,V008,686
set00_V008_0687,"0 0.8822867879622426 0.39464605429829386 0.043380677489398604 0.16870935841357415
0 0.8425058045979722 0.39708559659466164 0.04439662243205103 0.1571690413681513
",train,2,set00,V008,687
set00_V008_0688,"0 0.8838755516659719 0.3946160966600092 0.0440592478752258 0.16915093487043087
0 0.8433524601364598 0.39776888300223506 0.0447805172374288 0.15857207639614165
",train,2,set00,V008,688
set00_V008_0689,"0 0.8854643153697013 0.39458613902172435 0.04473781826105299 0.1695925113272875
0 0.8441991156749474 0.3984521694098085 0.04516441204280639 0.15997511142413204
",train,2,set00,V008,689
set00_V008_0690,"0 0.8870530790734303 0.3945561813834397 0.04541638864688 0.17003408778414422
0 0.845045771213435 0.39913545581738197 0.04554830684818408 0.16137814645212242
",train,2,set00,V008,690
set00_V008_0691,"0 0.8886418427771597 0.3945262237451549 0.046094959032707196 0.17047566424100088
0 0.8469452810173568 0.3996419917650943 0.045548306848184165 0.1613781464521224
",train,2,set00,V008,691
set00_V008_0692,"0 0.890230606480889 0.39449626610687016 0.04677352941853439 0.17091724069785758
0 0.8488447908212781 0.40014852771280673 0.045548306848184165 0.1613781464521224
",train,2,set00,V008,692
set00_V008_0693,"0 0.8922888435799798 0.39485542130514206 0.04706073865615004 0.17214540232077855
0 0.8507443006251997 0.4006550636605192 0.045548306848184165 0.16137814645212245
",train,2,set00,V008,693
set00_V008_0694,"0 0.8943470806790711 0.39521457650341396 0.04734794789376569 0.17337356394369946
0 0.8526438104291213 0.4011615996082316 0.045548306848184165 0.16137814645212245
",train,2,set00,V008,694
set00_V008_0695,"0 0.8964053177781619 0.39557373170168586 0.047635157131381334 0.17460172556662043
0 0.8545433202330429 0.40166813555594405 0.045548306848184165 0.16137814645212245
",train,2,set00,V008,695
set00_V008_0696,"0 0.8984635548772527 0.3959328868999578 0.04792236636899699 0.17582988718954137
0 0.8564428300369645 0.4021746715036565 0.045548306848184165 0.16137814645212245
",train,2,set00,V008,696
set00_V008_0697,"0 0.9005217919763437 0.39629204209822966 0.04820957560661263 0.1770580488124623
0 0.8583423398408861 0.40268120745136887 0.045548306848184165 0.16137814645212245
",train,2,set00,V008,697
